0,SizeRank,RegionName,RegionType,StateName,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022
395153,399,"The Villages, FL",Msa,FL,259387,260542,261984,262806,264702,266337,268322,269417,270845,272364,274359,276497,278727,280546,281760,282684,283622,284531,285589,286771,288288,289847,290987,291184,291823,293416,295329,296501,297311,298378,299709,299709,299845,300064,301651,302399,302975,303219,303867,304492,305151,307191,311267,316145,321659,328264,336020,,358617,371225,382533,395370
394311,400,"Albertville, AL",Msa,AL,120248,120765,121114,121931,122299,122530,122196,122701,123776,124743,125323,125669,126506,127433,128479,129259,130037,130856,131616,131696,131472,131849,132818,133747,133940,133683,133892,135102,137757,140488,142975,144768,146285,147568,148146,150254,152094,154408,157047,159555,161808,162392,163930,165919,168416,169724,171675,173459,177038,180599,184917,188804
394821,401,"Manhattan, KS",Msa,KS,190916,191826,192638,193320,194001,194605,194969,195141,195419,195902,196508,197136,197863,198744,199559,200233,200530,200863,201428,202282,203193,203854,204184,204526,204807,205032,205125,205234,205378,205484,205668,206078,206511,206921,208300,209687,,216290,219572,221181,222732,224426,226074,227985,229631,231001,231871,234038,236179,237289,237175,236992
394964,402,"Parkersburg, WV",Msa,WV,100775,101181,101476,101674,101737,101755,101877,102068,102430,102768,103173,103562,104038,104531,105027,105475,105890,106284,106666,107070,107447,107831,108087,108355,108679,109741,110606,111675,112101,112758,113056,113659,114380,115027,115976,116937,117999,119006,119775,120328,121015,122338,,127140,128797,130361,132409,135114,136109,137439,138011,140227
394911,403,"New Philadelphia, OH",Msa,OH,138278,139186,140030,140833,141605,142247,142911,143462,144086,144630,145255,145979,146726,147533,148341,149127,149886,150627,151470,,,,,,,,126159,126936,126276,125716,125280,125334,125473,127933,130134,132699,135344,138263,141207,143243,144591,146145,147988,150529,153363,156014,158428,160747,162767,164854,166271,167671
394942,404,"Orangeburg, SC",Msa,SC,91758,91956,92047,92181,92279,92515,92743,93061,93360,93716,93974,94355,94751,95175,95606,96032,96434,96803,97157,97578,97888,97742,,,,95957,96091,96393,96724,97037,97136,96935,96982,97198,98002,98630,100293,101300,102566,103249,104467,104974,105280,105256,105946,106509,107258,109416,111499,114479,116003,117579
394462,405,"Cheyenne, WY",Msa,WY,268232,270322,272143,274308,275644,277213,278564,279400,280197,280293,281441,282468,284049,283951,286060,287499,290313,291065,293836,296678,299372,300928,300003,301391,303101,306241,309128,311272,313927,314473,315506,316505,317447,314607,312101,309923,311093,311717,312780,313329,314297,316432,320134,325627,330926,336586,341466,346566,351589,355679,358923,363268
394907,406,"New Castle, PA",Msa,PA,100355,100763,101072,101381,101809,102243,102665,102892,103262,103624,104115,104588,105072,105583,106026,106592,107080,107682,108173,108676,109117,109589,,109550,109857,110575,110902,111111,110763,110545,110100,110703,110890,111673,111915,112630,113055,113974,114676,116732,119591,122899,125445,128309,131007,133617,134917,136293,137498,138846,141448,144273
394410,407,"Brainerd, MN",Msa,MN,184681,185647,186645,187431,188101,188556,188735,189278,189939,190917,191587,192312,193194,194359,195699,196853,197945,199030,200511,202013,204580,207027,209344,210262,210691,209965,210729,210839,212685,213378,214998,216525,218007,219646,220804,221916,224640,228348,232134,234720,240227,246444,253196,256469,259450,261962,265728,270165,275626,279954,285324,289509
394733,408,"Kalispell, MT",Msa,MT,322026,323565,325735,329454,332783,336032,338261,339390,340212,340286,341830,344145,346762,349381,350819,352160,353039,354267,355950,358230,360395,362348,364366,367322,369022,370212,369956,371121,372174,373929,376678,380873,387572,395481,403263,410005,417894,426595,439141,456761,477872,499682,521993,545905,568306,586820,603662,623892,644735,667182,686098,703630
395086,409,"Sevierville, TN",Msa,TN,209394,210611,211688,213666,215236,216923,218368,219710,221703,224140,226123,227918,229208,230750,232488,234217,235973,237675,239961,242261,244667,246648,248628,250859,252706,255748,258247,260857,262483,264104,266057,267988,269941,272394,276147,281039,286515,292261,299315,307140,318243,330708,343561,353369,363689,375559,387759,399384,410549,423988,430900,437648
394325,410,"Ames, IA",Msa,IA,208697,209233,209835,210863,211237,211132,210708,210519,210416,210370,210304,210461,210579,210962,211322,211850,212560,213266,214133,214452,214843,215029,215705,216314,216692,216619,216653,216841,217439,217852,218682,219329,220245,221221,222519,223845,224842,225596,226604,228064,231157,234777,,243668,248613,251794,252566,252536,253827,256704,258629,259077
394407,411,"Bozeman, MT",Msa,MT,434448,437628,440985,444137,448109,452761,457487,460603,462250,463659,465900,468099,471015,473950,477330,480761,484577,489293,492473,493867,495998,497816,501127,501851,504373,508257,513190,517969,520348,522188,523828,528867,,526278,526466,,555294,568402,578324,586824,597951,609364,627432,644622,663209,678214,692077,700351,710968,716118,713863,709649
394882,412,"Moses Lake, WA",Msa,WA,193661,194734,195883,197082,198109,198630,198848,199346,200287,201670,203024,204442,205519,206563,209746,213692,215836,216305,216130,216564,218395,220254,223426,224508,225745,227165,228512,230237,232299,234452,236494,239354,242856,247831,252403,256541,261188,266937,272324,276710,281197,287737,292759,298369,302950,310501,317659,325495,331165,336206,337403,338716
394704,413,"Indiana, PA",Msa,PA,116837,117773,118729,119178,119471,119644,119825,119984,120203,120582,121005,121584,122232,123049,123657,124070,124364,124673,125055,125539,126146,126779,127070,127137,127288,127580,127927,128046,128152,128212,128316,128059,127952,127950,129098,130254,,134233,136108,137175,138167,139259,140276,141075,141864,142516,143250,145660,147954,149909,149900,149962
394568,414,"Elmira, NY",Msa,NY,96881,96918,97197,97449,98060,98489,99446,100227,101388,101800,101821,102033,102441,102942,102779,102548,102093,101910,101907,102589,103312,103899,103234,103011,102782,103778,104091,104243,103821,103506,103247,103114,103955,105255,107162,108224,109153,109669,110420,112119,113549,114748,116460,120169,124442,127246,127537,128163,129091,131175,132343,132453
394847,415,"Meadville, PA",Msa,PA,97378,97669,97998,98357,98703,99076,99527,99719,99890,99972,100387,100846,101476,102008,102531,103109,103486,103805,103981,104293,104694,105090,105308,105477,105689,105997,106295,106412,106606,106917,107318,107437,107740,108392,,111318,113087,114523,116081,117201,118224,119282,120296,121252,122358,123269,124098,126387,128454,130124,130083,130379
394373,416,"Beaver Dam, WI",Msa,WI,150391,152141,153977,155496,156506,157152,158317,159758,161029,162199,162887,163768,164397,165315,165828,166571,167036,168317,169443,170442,170698,170574,170480,170448,170689,170266,171104,171547,173448,174525,176759,178624,181096,183493,185986,188371,190253,192388,193868,195939,197405,199964,202324,206646,209570,212202,213364,215028,216568,218486,220563,223656
753912,417,"Pinehurst-Southern Pines, NC",Msa,NC,231345,232384,234158,235949,237538,238319,239037,239806,240863,241794,242800,243708,244751,245620,246788,248361,249876,250640,250904,251330,252027,252998,253876,254930,255750,256674,257852,258285,258712,259414,261452,263701,266081,268532,271433,274176,276973,279604,282801,287397,293955,301057,307601,313768,320651,329119,336514,343445,349827,358411,366887,375352
395175,418,"Ukiah, CA",Msa,CA,411008,412458,414430,416527,418513,420164,421280,421122,419966,418047,418532,420118,422605,424346,421065,416749,412131,411199,410473,409325,407944,406892,402837,399717,399517,401003,403625,402231,402609,407169,415810,424703,433415,440801,446945,450796,450549,452302,457816,467688,471428,470886,474389,483963,493363,500604,513133,523829,529479,528280,523918,521792
753887,419,"Hermiston-Pendleton, OR",Msa,OR,180669,181910,183226,184489,185539,186260,186929,187560,188341,189083,189868,190545,191151,191907,192699,193638,194273,194761,194361,194538,195285,196745,198454,199893,201056,201837,202079,202150,202267,203334,204955,207112,208650,210143,211451,213459,216529,219552,222633,228430,,245925,252550,256342,259502,262291,266437,272396,278922,283521,286354,288964
394809,420,"Lufkin, TX",Msa,TX,115877,116439,116975,117507,118134,118656,119117,120299,121496,122792,123239,123745,124177,124737,125280,125879,126367,126852,127233,127620,127364,127728,128142,128937,129290,129199,129250,129112,128757,128445,128239,128425,128896,129236,130068,130596,132725,135012,137483,138697,139935,141087,142415,143726,145401,146528,147300,150020,152869,156464,157810,159397
395248,421,"Zanesville, OH",Msa,OH,112141,112532,112951,113559,114141,114745,115440,115957,116436,116870,117475,118224,119006,119900,120803,121526,122124,122751,123458,124205,124418,124658,124999,125823,,128352,129317,129823,130787,131862,132429,133184,132965,132616,131153,129691,128827,,134525,136773,138072,140656,143874,147457,150525,154448,157479,160048,162002,163915,166293,168074
394505,422,"Corvallis, OR",Msa,OR,342027,340448,339376,340007,344102,350076,355891,361739,364897,366776,367174,367445,368099,369349,370955,370189,370370,370088,369839,369728,368397,370444,370992,376728,381010,387531,391483,394322,394943,391591,389556,386395,387301,387332,389721,391936,398506,405488,411295,414152,418991,428177,442097,456798,469681,479077,485749,492294,495903,500676,505630,512692
394395,423,"Bloomsburg, PA",Msa,PA,157495,158004,158568,159153,159839,160407,160994,161369,161811,162214,162792,163458,164154,164955,165770,166666,167315,167916,168447,169087,169678,170281,170488,170696,171010,171581,172147,172661,173363,174013,174532,174438,174417,173851,174647,175422,,180893,183775,185545,187334,189021,190593,191897,193352,194609,195870,199488,202983,205816,205969,206097
394776,424,"Laurel, MS",Msa,MS,99351,99381,99343,99391,99779,100275,100709,100915,101033,101033,101201,101471,101808,102084,102377,102662,102903,103038,103171,103308,103636,103918,104373,104742,105215,105451,105560,105291,105240,105225,105541,105439,105389,105097,105230,105404,,108019,109582,110560,111354,112273,113324,114411,115241,116080,116958,119446,121583,124253,125503,126983
395042,425,"Russellville, AR",Msa,AR,109161,109530,109919,110428,110818,111242,111699,112181,112665,113142,113620,114233,114799,115426,115924,116522,116905,117380,117807,118390,118824,119783,120386,121373,121607,121371,,120245,120597,121099,121224,121627,122308,122748,123091,123174,123548,124899,126665,128233,129229,130142,132088,134278,137374,139093,141818,142352,143584,143596,147012,148970
394411,426,"Branson, MO",Msa,MO,176211,176364,176632,177363,178024,178825,179920,180818,181590,182161,182955,183501,183960,184354,184879,185849,186692,187782,188651,189557,190172,190796,191410,192152,192798,193729,194692,195702,196414,196948,197547,198186,198978,200108,201950,,,,215260,217665,219890,221955,224325,226401,228382,,241900,248188,249304,250774,254825,261438
395212,427,"Watertown, WI",Msa,WI,196618,197492,198533,199926,201222,202741,204741,206556,207795,208776,209792,211587,213254,214752,215816,216880,218186,218912,219165,219159,219428,220411,221915,223851,225464,226739,227892,228732,229916,230844,232312,233930,236147,237936,240445,243359,246720,249227,251292,254574,258158,263687,267731,270750,271873,273656,276503,280074,283927,287964,290659,292805
394859,428,"Midland, MI",Msa,MI,137077,138262,139146,140337,140845,141152,141490,141447,141461,141257,142028,142482,143934,144899,146706,146953,145136,143582,142838,144040,145766,146801,147270,147812,148410,149396,149874,150493,151493,152904,154264,156153,157358,158609,160495,162074,165166,167530,170559,172540,175000,178998,183763,187266,188722,189885,192042,195145,198474,200751,202292,203378
394941,429,"Opelousas, LA",Msa,LA,110273,109448,109302,109459,109354,109412,109550,109778,110117,110340,110733,111249,111678,112132,112369,112945,113427,113941,114163,114167,114223,114337,114198,114072,113856,114438,114797,115405,115452,115002,114427,113808,,,,126993,127966,129358,130499,131463,131975,132730,133434,134121,134625,134782,135195,136916,138655,140550,141352,142468
394988,430,"Pocatello, ID",Msa,ID,164313,165687,167211,168896,172363,176217,179541,181511,182570,183497,184794,186647,188350,190504,192481,194613,195538,195931,196624,199002,201884,204865,205496,205983,205727,207739,209445,212900,215849,218437,220570,222326,223499,222633,223016,226628,232814,238085,243825,247954,255332,261011,268260,274870,284207,294068,301809,305203,308051,309858,315323,320446
394755,431,"Kokomo, IN",Msa,IN,102813,103802,104947,105825,106075,106146,106525,107017,107617,108329,108966,109704,110388,111085,111943,112883,113927,114722,115413,115997,116655,117008,117286,117536,118094,118612,118891,119645,120140,120757,120843,121520,122629,123874,125248,126122,126782,127520,129111,131362,133674,135855,138058,140546,142746,144284,145257,146730,148888,151166,153067,154796
394641,432,"Grants Pass, OR",Msa,OR,279060,281093,282428,284220,285821,288021,290104,291806,292690,292758,293328,293396,293530,292294,290645,288626,288248,288730,289221,290433,290466,291312,289762,292229,294936,299678,303320,306647,309908,310926,312299,313798,316961,320553,325668,330793,337779,345060,353098,359440,365669,372256,379443,386164,394058,401854,408286,413054,415849,418565,418826,419489
394699,433,"Huntsville, TX",Msa,TX,163697,164609,165398,166294,167147,167896,168531,169024,169665,170321,170995,171463,172064,172781,173622,174403,175190,175987,176721,177504,178188,178998,179527,180012,180361,180234,180011,179674,179915,180172,180708,180966,181587,182215,183657,184794,,191226,194721,196508,198114,200084,202152,204357,206279,207673,208627,213535,218460,224335,226279,228639
394986,434,"Plattsburgh, NY",Msa,NY,141662,141478,140821,139797,139962,139745,139674,139498,140445,142008,143371,143015,144281,145717,148039,148425,148766,149830,150137,150040,149192,148612,149297,149681,149770,148774,148269,149092,149597,150025,150282,151177,151764,152664,153071,154237,154733,156401,157533,158539,158318,158663,159525,161494,163568,165136,166447,168116,170748,173412,176328,179228
394638,435,"Grand Island, NE",Msa,NE,147188,148005,148405,148887,149431,150337,151050,151663,152299,152969,153722,154560,155550,156518,157445,158409,159332,160115,160771,161440,162217,163071,162979,162709,162339,162849,163460,164032,164325,164616,164944,165119,165269,165527,166826,168042,,173673,176900,178726,180689,182337,183746,185027,186326,187628,188845,192211,195365,198127,198609,199151
394541,436,"DuBois, PA",Msa,PA,96770,97126,97384,97773,98163,98644,98960,99084,99306,99552,99776,99911,100065,100401,100819,101312,101882,102319,102624,102919,103272,103491,103596,103659,103731,103799,103916,104205,104453,104616,104888,104986,,103663,104021,,107179,108505,109927,111061,112144,113318,114571,115654,116885,117778,118693,120590,122630,124324,124820,125083
394516,437,"Danville, IL",Msa,IL,65902,66061,66164,66234,66147,66144,66151,66348,66500,66737,66854,66984,67098,67315,67535,67659,67732,67798,67970,68212,68466,68688,68679,68601,68530,68573,68609,68622,68374,68256,68192,68307,68446,68686,69305,69861,70696,71443,72300,72925,73536,74150,74725,75349,75909,76326,76667,77472,78310,79323,79854,80422
394822,438,"Manitowoc, WI",Msa,WI,114187,114914,115521,116414,117229,118166,118865,119487,120047,120700,121366,121853,122197,122609,125121,128019,129475,128876,127828,128478,129454,130612,131750,132612,133552,133999,133616,133383,133434,134603,135758,137471,139044,140710,142193,145142,147983,150602,152310,154231,156717,159037,160960,162350,163926,165672,166949,168532,169918,172423,174449,176719
394644,439,"Great Falls, MT",Msa,MT,185393,185530,185319,186655,187463,189002,190154,191208,191555,192093,192749,193584,194628,196052,197084,197914,198693,199730,200313,200581,200050,199623,199424,199961,201323,202497,203662,204204,205203,206405,207801,209065,210928,212891,214656,215941,218019,221006,225459,229791,234027,237460,241461,246251,251736,257349,261782,264981,269235,274353,280928,285950
395231,440,"Wilson, NC",Msa,NC,113257,113890,114468,115119,115626,116124,116546,117020,117504,118005,118531,119019,119517,119944,120434,120865,121347,121792,122261,122708,123036,123224,,123106,123101,123497,123809,124131,124399,124888,125466,125738,125971,126269,127204,128128,,,135463,137184,138741,140444,142077,143502,148304,152619,156806,159050,161837,164922,167209,169671
394511,441,"Cullman, AL",Msa,AL,128690,129246,129908,130685,131334,131949,132727,133455,134146,134838,135589,136348,136966,137556,138243,138792,139462,140028,140579,140944,141331,141900,142727,143544,144247,144940,145389,145836,146114,146633,147220,147949,149204,150467,151769,152657,,157370,160187,162030,163458,164629,165427,166753,168008,169354,170236,173846,177547,,188351,192265
394936,442,"Olean, NY",Msa,NY,74248,74474,74732,74927,74967,75035,76060,77092,78219,78700,79485,80238,81399,82603,83174,83845,84549,84607,83730,82649,82050,82219,82533,83393,84412,85420,86324,86415,86227,85474,85666,85186,84982,84216,84903,85529,86530,86801,86715,86933,87935,89539,91973,95004,98029,100204,101708,105068,107054,111464,115003,120122
394350,443,"Auburn, NY",Msa,NY,125500,124423,124311,123967,124359,124114,124294,124824,126128,127476,128689,128691,129151,129384,131191,132466,134490,134849,135065,134897,134690,135188,134971,134549,133828,133376,133639,133834,134461,135915,137739,139096,139592,139720,141435,142542,144231,144740,146109,147204,148356,149435,151682,154933,158125,160100,161761,164499,167166,169126,170483,171722
394999,444,"Portsmouth, OH",Msa,OH,78195,78571,78953,79341,79745,80225,80612,80992,81172,81320,81538,81857,82173,82582,83163,83714,84061,84377,84650,84910,84939,85041,84989,84960,84924,84947,84960,85008,85361,85654,85939,85925,85994,86212,,88556,,91933,93537,94159,94675,95212,95924,96784,97530,98173,98569,100024,101621,103110,103587,104125
394345,445,"Athens, TX",Msa,TX,157369,158975,160247,161262,162013,162898,164149,164988,164473,163969,163390,164710,165423,165922,166021,167053,168601,170153,171213,172504,174072,172214,170364,166282,165473,163576,163506,163381,163561,166511,168202,172368,174605,177970,179574,184040,188961,194224,196706,201285,207799,215306,221913,225948,229803,234212,239869,244043,248378,252383,256925,263659
394925,446,"Oak Harbor, WA",Msa,WA,383511,385417,389561,392339,395083,396881,399614,401577,403344,402752,402597,402485,404529,405051,406008,407623,410487,412191,413281,413961,415142,416930,418761,421426,423575,425914,427708,428099,430100,432688,436632,441055,447733,457282,466763,475209,482720,492132,500955,509734,518299,534315,550425,566334,575117,585422,595853,608205,620537,631068,639012,643526
394465,447,"Chillicothe, OH",Msa,OH,114603,115118,115674,116361,116993,117570,118114,118532,118959,119341,119873,120393,121056,121736,122582,123392,124360,125286,126291,127042,127811,128365,128744,,128049,127499,127522,127531,128179,128902,129626,129838,130283,130542,131961,133187,135933,138572,141475,143438,144907,146425,147909,149547,151168,152571,153618,156033,158592,160840,161452,161786
394682,448,"Hinesville, GA",Msa,GA,141997,142896,143804,144610,145452,146217,146888,147302,147595,147763,148111,148690,149420,150117,150657,151172,151615,152093,152428,152801,153043,153313,152780,152165,151441,151727,152068,152379,152391,152448,152745,152628,152476,152481,153855,155421,158169,160358,162245,161111,160248,160186,162570,164974,167345,169085,170543,173636,176803,180782,183069,186099
395106,449,"Somerset, PA",Msa,PA,108088,108488,108966,109381,109822,110021,110176,110241,110437,110652,110815,111127,111577,112161,112661,113141,113630,114078,114458,114807,115223,115559,115658,115585,115622,115855,116162,116490,116739,117049,117323,117381,117550,117636,,119766,,123151,124806,125966,127174,128394,129511,130469,131735,132881,133957,136389,138699,140712,140821,141051
395205,450,"Warsaw, IN",Msa,IN,167268,167390,167566,168718,170144,171725,173151,174273,175070,175583,176164,176934,178041,178704,178928,179212,180181,181739,183243,184501,185818,186757,187355,187669,188070,189030,189669,190489,190974,191521,192044,193083,194743,196709,198293,199718,201103,203069,205414,208046,210720,213837,217528,220621,223844,226320,229740,232943,236508,239891,243058,245906
395133,451,"Stillwater, OK",Msa,OK,144065,144291,144514,144740,145197,145564,145904,146359,146874,147380,147925,148400,148884,149366,149946,150489,150941,151303,151659,152061,152460,152888,,,,,157983,157898,157900,157957,158019,158411,158904,159704,160290,160890,161913,163632,163588,162793,162468,163967,165824,167896,169185,173264,174925,178437,179348,182169,185097,187672
395010,452,"Quincy, IL",Msa,IL,111756,112290,112787,113236,113627,114006,114377,114720,114965,115272,115583,116021,116480,117013,117535,118051,118574,119123,119631,120125,120591,121002,121139,121219,121413,121780,122134,122374,122224,122041,121867,121803,121826,122074,123061,124042,125801,127397,129255,130430,131655,132748,133841,135211,136118,136073,135620,135598,136363,137017,138889,140767
394738,453,"Keene, NH",Msa,NH,198276,199863,200786,201329,201970,202957,204205,205588,206793,207590,208149,208416,208573,209245,210474,212182,213311,214247,215191,215984,216809,217270,217475,217533,218037,219074,220621,222117,221435,220844,220010,222355,224505,227239,229258,231566,237007,242761,248515,251704,255587,260557,265572,270769,275990,280730,284961,289077,289775,293165,297549,304541
395062,454,"Sandusky, OH",Msa,OH,132372,132202,131499,131545,131777,132113,132243,132121,133008,134178,135679,136462,136879,138052,139859,141477,141780,141317,140979,140947,142002,142599,142847,142341,142978,144276,146151,146328,146734,145873,145154,146207,148271,151772,154517,156187,157838,157751,159027,160140,162342,163013,164064,165014,167517,169932,172663,176240,180176,185218,189988,196775
395077,455,"Searcy, AR",Msa,AR,118038,118447,118883,119249,119569,119844,120105,120456,120757,121182,121627,122186,122681,123199,123673,124141,124538,125361,126082,,,,,,117161,117055,118180,118436,118184,118014,117877,120299,122796,125522,127161,128841,130426,130796,131747,133070,135317,136877,138183,140327,142574,144743,145783,146806,148488,150763,154000,156616
394489,456,"Columbus, IN",Msa,IN,162047,161929,161561,162491,163604,164886,165628,165971,166264,166884,167617,168423,169390,170820,172090,173475,174664,176167,177071,177252,177323,177691,178553,179155,180133,181003,182160,182324,182979,182944,183315,183495,184731,186530,187631,188923,189653,192122,194150,197144,199519,202073,205291,208574,212285,215030,217788,219989,222432,224360,226428,227862
395027,457,"Roanoke Rapids, NC",Msa,NC,69915,70343,70633,70954,71128,71288,71310,71412,71547,71656,71794,71951,72109,72239,72466,72724,73083,73255,73458,73585,73751,73786,73672,73419,73203,73371,73786,74244,74518,74781,75154,75372,75421,75592,76068,76679,77859,79090,80410,81316,82213,83258,84106,84937,85642,86254,86575,88345,90283,92709,93563,94285
394452,458,"Centralia, WA",Msa,WA,177371,178557,180130,182141,184719,186684,188478,189430,190325,191165,192031,192956,194499,196412,198481,200084,201849,203753,205194,206572,207946,209599,210625,210939,211322,212246,214505,216782,219293,220676,222279,224960,230491,236678,242470,245781,248993,254341,262187,270765,278172,284434,,273390,266183,269541,272565,277251,284564,291482,296549,297722
394445,459,"Casper, WY",Msa,WY,206348,205712,205074,205559,206607,208101,209570,211414,213129,214640,215699,216348,216861,217639,218496,219590,220655,221538,222041,222263,223222,224709,226295,227704,228461,229440,229823,230441,230621,231449,232242,232897,233464,234256,235057,235262,235096,235501,235955,237192,238483,240829,242390,244382,246348,249131,252580,255742,259412,262762,266499,269975
394675,460,"Helena, MT",Msa,MT,263009,264044,265210,266943,268416,269987,271580,271942,271883,271664,272633,273725,274859,276365,277965,280409,282512,284566,285462,286655,287441,288653,289432,290635,292163,293080,294197,294293,294705,295001,296520,298123,300454,305825,311721,,327280,335400,341683,349268,359435,369931,378587,386067,392995,396670,398799,401870,409217,418615,428721,437233
394593,461,"Findlay, OH",Msa,OH,132572,133796,135547,136611,137568,138202,138628,138820,138638,139344,139662,139980,140134,140650,141753,142398,143551,144506,145652,146423,147154,147511,148053,148811,150172,151662,153293,153881,154716,155394,157447,158946,160335,160940,162422,163479,165328,166385,168015,168829,169215,169874,170746,172613,173866,175761,177410,179340,181365,183113,185071,186687
753928,462,"Wisconsin Rapids-Marshfield, WI",Msa,WI,115585,116274,116974,117756,118391,118936,119288,119713,120061,120572,120985,121558,122027,122646,123200,123761,124252,124731,125271,125823,126383,126875,127119,127379,127625,127849,127998,128099,128021,127939,127948,128187,128589,129688,,134026,136597,138613,140843,142136,143700,145279,149116,152982,156659,158241,158692,160245,161279,162362,161850,163043
394955,463,"Palatka, FL",Msa,FL,110124,109497,109205,110144,111253,112263,112891,113898,115064,116733,117301,117803,118411,120058,121297,122368,123304,123900,124798,125148,125943,126094,126564,127806,129863,131521,132739,133643,134686,136213,137825,139417,140462,141046,142756,144613,147355,149855,152376,153972,155443,157806,160858,164269,166919,169796,172138,173489,175460,177946,181750,185401
395085,464,"Seneca, SC",Msa,SC,157849,156862,156062,157322,158957,160593,162196,163889,164857,165955,166862,168317,170212,171945,173252,173353,173479,173444,174083,174348,175343,175890,176583,177113,177736,178445,179082,179773,180677,182039,183385,184553,185598,187289,188786,189835,191017,193079,196157,198751,202284,206101,211667,217272,223148,229308,235205,240954,245866,251151,256841,262390
394884,465,"Mount Airy, NC",Msa,NC,122169,122313,122406,123156,123749,124408,124966,125527,125777,126058,126295,126821,127259,127754,128314,128917,129536,130110,130781,131434,132017,131941,131589,131078,131122,131434,131874,132313,132773,133178,133630,133705,133979,134245,135289,136275,,141294,143971,145646,147212,148968,150041,151186,152345,153742,154819,158597,162607,167274,169054,170666
753881,466,"Glenwood Springs, CO",Msa,CO,530520,537435,541735,544784,546502,548292,550646,550893,552070,552196,553745,554284,552159,550981,551272,555669,558383,559215,559503,561086,562972,565912,565801,566768,566125,567946,568929,568739,570056,570753,575393,578823,584377,590357,597389,605745,614335,623308,633499,645070,660302,675870,692366,706198,719554,732016,741633,754527,763391,772828,777475,786233
394744,467,"Key West, FL",Msa,FL,,,,,,,,,,,,,662978,665447,667743,670559,671908,672561,672030,672391,671910,673315,673582,672175,671335,666878,666122,663034,664984,664264,667687,672092,678568,684632,690511,691441,693209,696997,709986,725241,,764896,785850,807710,834208,859348,885304,911394,938876,956300,973823,997307
394298,468,"Aberdeen, WA",Msa,WA,163055,163807,164786,166755,169163,171353,173457,175204,176966,178505,180506,182124,183788,184320,185081,186178,187993,190026,191683,193550,194790,196181,197047,198206,199248,202055,205781,209089,211844,213755,217060,220701,226019,231829,237027,241634,243735,247756,251333,256839,260703,266189,272880,284261,290360,297761,301045,310034,317224,325285,331142,338424
394626,469,"Gallup, NM",Msa,NM,149882,150083,150465,150842,151201,151184,151173,151136,151458,151773,152552,153313,154147,154744,155484,156157,156747,157307,158001,158804,159377,160005,160782,161626,162222,162651,163198,163756,164315,164920,165519,166123,166873,167927,169902,171674,,176937,179620,180846,181735,182604,183910,185357,186534,186751,186533,190091,194149,198897,200010,201387
394994,470,"Port Angeles, WA",Msa,WA,287628,289347,291105,293121,295831,298528,301051,302803,303325,304039,305375,307575,309846,311607,313746,316230,319247,322352,324948,326983,328440,329426,329608,329420,329349,328644,329570,331476,334754,337748,340685,344194,347817,351457,355320,358021,360662,366399,373750,381619,390213,401506,412533,422940,433011,447761,461813,475947,487216,496904,506601,516588
753883,471,"Greenfield Town, MA",Msa,MA,223424,228126,231266,234307,236253,237028,237730,238051,237577,236236,235671,234889,233758,231924,231931,231558,230090,228013,224968,223315,222457,222933,222185,222564,222272,224136,226313,229062,231405,231581,233284,235238,238083,241066,244183,246991,250576,253196,256730,259536,264244,268784,274431,277779,282582,285811,289078,292326,295296,299326,301686,303999
394897,473,"Muskogee, OK",Msa,OK,78450,78231,78144,78031,78297,78418,78484,78582,78704,78949,79296,79665,79989,80309,80590,80807,80910,80976,81102,81239,81359,81527,82439,83458,84525,84664,84743,84740,84794,84933,85004,85205,85336,85595,86278,86995,88340,89623,90574,90971,91048,91597,92089,92798,93461,94114,94661,96758,98804,100921,101555,102234
394614,474,"Frankfort, KY",Msa,KY,144011,144570,145180,145762,146244,146717,147110,147579,147956,147761,147451,147225,147700,148389,149066,149840,150595,151414,152182,153009,153786,154705,154983,155203,155144,155077,154874,154700,154523,154281,154056,154749,155652,156833,158510,159783,161954,163647,166879,169432,172269,174263,176172,177970,179790,181737,183450,186461,189406,192343,194146,195924
394950,475,"Owosso, MI",Msa,MI,,117682,118854,118235,117288,116024,116498,117203,117874,118535,119169,119782,120272,120807,121388,122207,123006,123805,124501,125212,125892,126513,126798,127030,127270,127437,127563,127707,127791,127856,127902,128339,129242,,127463,126699,,,138802,142868,144097,146900,149286,151844,153900,155030,155040,155470,156338,157145,158218,160596
394885,476,"Mount Pleasant, MI",Msa,MI,129708,130435,131153,131947,132584,133220,133833,134494,134992,135539,136053,136590,136998,137422,137870,138426,138915,139650,140444,141336,141979,142414,142868,143244,143525,143517,143551,143571,143399,143501,143759,144548,145131,145800,147361,148843,151187,153110,155449,156976,158725,160856,163282,165311,167533,169295,170875,173231,175696,177048,176704,176363
