,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2020_x,2/29/2020_x,3/31/2020_x,4/30/2020_x,5/31/2020_x,6/30/2020_x,7/31/2020_x,8/31/2020_x,9/30/2020_x,10/31/2020_x,11/30/2020_x,12/31/2020_x,1/31/2021_x,2/28/2021_x,3/31/2021_x,4/30/2021_x,5/31/2021_x,6/30/2021_x,7/31/2021_x,8/31/2021_x,9/30/2021_x,10/31/2021_x,11/30/2021_x,12/31/2021_x,1/31/2022_x,2/28/2022_x,3/31/2022_x,4/30/2022_x,2020-NowAvg,1/31/2020_y,2/29/2020_y,3/31/2020_y,4/30/2020_y,5/31/2020_y,6/30/2020_y,7/31/2020_y,8/31/2020_y,9/30/2020_y,10/31/2020_y,11/30/2020_y,12/31/2020_y,1/31/2021_y,2/28/2021_y,3/31/2021_y,4/30/2021_y,5/31/2021_y,6/30/2021_y,7/31/2021_y,8/31/2021_y,9/30/2021_y,10/31/2021_y,11/30/2021_y,12/31/2021_y,1/31/2022_y,2/28/2022_y,3/31/2022_y,4/30/2022_y,2020-NowAvgDays,POPESTIMATE2020
436,395018,233,"Redding, CA",Msa,CA,283021.0,282832.0,281886.0,283843.0,285542.0,286096.0,287092.0,289643.0,294516.0,299945.0,304415.0,309107.0,311875.0,315135.0,319702.0,326806.0,334484.0,341822.0,350518.0,358176.0,364717.0,365514.0,366299.0,367968.0,370619.0,374515.0,377115.0,382229,325551.14285714284,46.0,28.0,12.0,17.0,22.0,17.0,14.0,10.0,8.0,9.0,12.0,16.0,13.0,7.0,7.0,8.0,8.0,9.0,9.0,12.0,14.0,14.0,13.0,19.0,12.0,9.0,7.0,8.0,13.571428571428571,92456
438,394559,236,"El Centro, CA",Msa,CA,223105.0,224439.0,225370.0,224884.0,224233.0,224853.0,228058.0,233399.0,239370.0,244403.0,248313.0,249798.0,251133.0,253827.0,260764.0,271320.0,280554.0,286996.0,291453.0,294596.0,299067.0,302108.0,305610.0,308710.0,311098.0,316660.0,319830.0,324326,266724.1785714286,29.0,20.0,26.0,30.0,19.0,35.0,11.0,10.0,9.0,10.0,12.0,27.0,10.0,12.0,7.0,8.0,8.0,9.0,8.0,9.0,12.0,10.0,10.0,14.0,13.0,9.0,10.0,9.0,14.142857142857142,43601
440,395151,237,"Terre Haute, IN",Msa,IN,97704.0,97830.0,97973.0,98109.0,98337.0,98543.0,98759.0,99024.0,99351.0,99825.0,100832.0,101787.0,103549.0,104966.0,107025.0,107947.0,108980.0,109292.0,109918.0,111113.0,112309.0,113819.0,114658.0,116127.0,117350.0,118605.0,119640.0,120749,106575.75,69.0,55.0,58.0,98.0,61.0,45.0,54.0,51.0,60.0,58.0,55.0,64.0,55.0,50.0,45.0,38.0,37.0,44.0,43.0,46.0,46.0,49.0,48.0,51.0,50.0,46.0,36.0,38.0,51.785714285714285,60410
442,394896,238,"Muskegon, MI",Msa,MI,145506.0,147277.0,148954.0,150219.0,151364.0,152255.0,153543.0,154573.0,155860.0,157476.0,159149.0,160763.0,162358.0,164712.0,167814.0,171150.0,174814.0,178713.0,182734.0,185856.0,188911.0,191309.0,194142.0,196551.0,199781.0,203054.0,205712.0,208193,171883.67857142858,85.0,65.0,45.0,56.0,65.0,22.0,6.0,47.0,48.0,48.0,48.0,53.0,46.0,44.0,41.0,40.0,43.0,42.0,44.0,45.0,45.0,50.0,45.0,48.0,46.0,40.0,36.0,34.0,45.607142857142854,36462
446,395246,244,"Yuba City, CA",Msa,CA,311923.0,311970.0,314129.0,316470.0,319680.0,320795.0,320905.0,321667.0,324572.0,330284.0,336370.0,341928.0,344000.0,347504.0,350603.0,354341.0,359973.0,368855.0,381809.0,394266.0,404339.0,410737.0,415061.0,420087.0,424928.0,430660.0,434366.0,438521,362526.53571428574,17.0,13.0,9.0,13.0,14.0,10.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,9.0,10.0,8.0,7.0,6.0,8.0,8.714285714285714,66444
448,394299,245,"Abilene, TX",Msa,TX,136276.0,136900.0,137665.0,138431.0,139150.0,139965.0,140964.0,142143.0,143505.0,144929.0,146283.0,147298.0,148243.0,149158.0,150324.0,151749.0,153815.0,156067.0,158861.0,161023.0,163401.0,165550.0,168163.0,170295.0,172059.0,173928.0,176098.0,178635,153245.64285714287,60.0,39.0,35.0,29.0,32.0,26.0,26.0,27.0,31.0,32.0,35.0,36.0,36.0,23.0,18.0,14.0,15.0,16.0,16.0,18.0,23.0,24.0,20.0,25.0,16.0,51.0,33.0,37.0,28.321428571428573,124407
449,394485,246,"Columbia, MO",Msa,MO,204289.0,204958.0,205983.0,207084.0,207923.0,208414.0,209080.0,210172.0,211603.0,212953.0,214177.0,216370.0,218565.0,221644.0,223399.0,226607.0,229998.0,234773.0,238501.0,241537.0,244311.0,247143.0,249567.0,251173.0,253877.0,258053.0,264564.0,269870,228092.42857142858,57.0,22.0,13.0,14.0,8.0,9.0,10.0,14.0,9.0,10.0,15.0,23.0,14.0,4.0,5.0,5.0,4.0,5.0,7.0,10.0,7.0,10.0,11.0,15.0,6.0,49.0,47.0,41.0,15.857142857142858,124769
451,394539,247,"Dover, DE",Msa,DE,234151.0,235810.0,237081.0,238165.0,239010.0,240171.0,241280.0,242761.0,244768.0,247299.0,249927.0,252303.0,254647.0,257247.0,260293.0,263343.0,267270.0,271677.0,277037.0,282590.0,287506.0,291758.0,294911.0,298301.0,302010.0,306151.0,310124.0,314128,265775.6785714286,97.0,67.0,56.0,71.0,61.0,58.0,52.0,54.0,66.0,40.0,54.0,58.0,55.0,51.0,48.0,49.0,49.0,49.0,50.0,51.0,54.0,54.0,53.0,55.0,57.0,48.0,46.0,44.0,55.25,38199
453,394555,248,"Eau Claire, WI",Msa,WI,189483.0,191132.0,192939.0,194483.0,195740.0,197122.0,198766.0,200537.0,202372.0,203855.0,205624.0,207273.0,209313.0,211768.0,213827.0,216002.0,218739.0,222610.0,226425.0,229371.0,232003.0,234521.0,236049.0,238153.0,239282.0,242389.0,245049.0,250326,215898.32142857142,69.0,80.0,43.0,42.0,36.0,41.0,40.0,37.0,34.0,37.0,50.0,46.0,53.0,47.0,15.0,46.0,47.0,42.0,63.0,53.0,57.0,58.0,60.0,42.0,57.0,50.0,41.0,34.0,47.142857142857146,69087
456,394720,249,"Janesville, WI",Msa,WI,154970.0,156001.0,157273.0,158585.0,159228.0,159770.0,160818.0,162510.0,164479.0,167078.0,168840.0,170951.0,172456.0,174613.0,176838.0,179137.0,181365.0,184049.0,186176.0,188678.0,190756.0,193580.0,195455.0,197310.0,198752.0,199108.0,199111.0,200584,177088.25,77.0,62.0,41.0,52.0,70.0,57.0,62.0,64.0,53.0,54.0,61.0,60.0,50.0,58.0,52.0,44.0,26.0,43.0,43.0,47.0,48.0,61.0,54.0,67.0,64.0,48.0,26.0,35.0,52.82142857142857,64664
460,394710,250,"Jackson, MI",Msa,MI,149165.0,150635.0,152360.0,153686.0,154572.0,155695.0,156585.0,156733.0,156718.0,157492.0,159439.0,162013.0,164665.0,167352.0,169990.0,171947.0,173450.0,175119.0,177472.0,180003.0,182356.0,184607.0,186970.0,189739.0,192030.0,194449.0,195541.0,198495,170331.35714285713,102.0,63.0,53.0,83.0,56.0,49.0,60.0,57.0,51.0,50.0,52.0,62.0,63.0,51.0,49.0,46.0,44.0,50.0,56.0,32.0,23.0,59.0,60.0,71.0,74.0,48.0,36.0,34.0,54.785714285714285,32374
464,395009,251,"Punta Gorda, FL",Msa,FL,232675.0,231580.0,232016.0,233213.0,235744.0,238172.0,240709.0,242661.0,244387.0,247128.0,250201.0,254156.0,257128.0,262120.0,265930.0,272340.0,278009.0,287494.0,297348.0,309126.0,319185.0,328473.0,337578.0,346207.0,355671.0,365787.0,381193.0,397300,283697.53571428574,84.0,61.0,69.0,73.0,86.0,83.0,66.0,61.0,61.0,56.0,61.0,61.0,56.0,45.0,44.0,44.0,44.0,43.0,46.0,44.0,44.0,42.0,44.0,44.0,44.0,39.0,38.0,39.0,54.357142857142854,20698
466,394393,252,"Bloomington, IN",Msa,IN,212865.0,213576.0,213950.0,214897.0,216137.0,217402.0,218698.0,220211.0,222435.0,224923.0,227725.0,230269.0,232820.0,235128.0,237578.0,240176.0,243387.0,246457.0,249393.0,251846.0,254627.0,257430.0,260771.0,264654.0,268796.0,273604.0,277551.0,280879,239578.0357142857,44.0,27.0,21.0,49.0,39.0,48.0,46.0,72.0,44.0,42.0,67.0,53.0,51.0,38.0,38.0,42.0,44.0,42.0,46.0,41.0,45.0,45.0,48.0,62.0,45.0,40.0,36.0,37.0,44.714285714285715,85603
468,395007,253,"Pueblo, CO",Msa,CO,200792.0,202840.0,204651.0,206419.0,207948.0,210136.0,212322.0,214723.0,217052.0,219724.0,222584.0,225475.0,228210.0,231558.0,235761.0,240231.0,244677.0,250714.0,257118.0,264555.0,270504.0,277325.0,282473.0,287780.0,292262.0,297014.0,301849.0,306597,243331.92857142858,14.0,11.0,7.0,11.0,35.0,42.0,41.0,43.0,36.0,42.0,41.0,50.0,30.0,36.0,39.0,39.0,36.0,38.0,39.0,42.0,44.0,47.0,47.0,49.0,47.0,41.0,39.0,37.0,36.535714285714285,112751
470,394386,254,"Billings, MT",Msa,MT,268176.0,269871.0,271743.0,273822.0,276725.0,274391.0,272949.0,271948.0,277020.0,283309.0,285532.0,289393.0,291013.0,296531.0,298160.0,300118.0,302151.0,305591.0,310909.0,317180.0,323336.0,328181.0,332243.0,336350.0,340360.0,344443.0,349456.0,356134,301679.8214285714,56.0,30.0,11.0,15.0,9.0,15.0,12.0,9.0,8.0,7.0,14.0,14.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,10.107142857142858,109736
472,394380,256,"Bend, OR",Msa,OR,438370.0,443280.0,447146.0,451818.0,451688.0,451263.0,448921.0,451853.0,456790.0,466047.0,476254.0,489892.0,501015.0,512247.0,523458.0,539523.0,558992.0,581110.0,606057.0,626658.0,644379.0,655906.0,664162.0,667490.0,671886.0,677531.0,687862.0,700693,546153.25,85.0,54.0,41.0,60.0,61.0,59.0,53.0,47.0,46.0,46.0,49.0,45.0,46.0,40.0,41.0,41.0,40.0,41.0,42.0,44.0,48.0,51.0,50.0,57.0,54.0,39.0,39.0,38.0,48.464285714285715,101886
474,395193,258,"Vineland, NJ",Msa,NJ,138781.0,139575.0,139222.0,140312.0,141912.0,144181.0,146407.0,148917.0,151112.0,153715.0,156385.0,159980.0,162910.0,166016.0,169059.0,172955.0,176295.0,180773.0,185766.0,191094.0,195156.0,198099.0,201140.0,203412.0,204896.0,205283.0,206484.0,208938,171027.67857142858,114.0,86.0,82.0,93.0,97.0,77.0,61.0,53.0,71.0,46.0,59.0,68.0,72.0,62.0,57.0,58.0,58.0,62.0,61.0,62.0,63.0,66.0,66.0,69.0,71.0,54.0,51.0,51.0,67.5,58615
478,394917,259,"Niles, MI",Msa,MI,183999.0,183904.0,183854.0,184641.0,185660.0,186340.0,187671.0,188140.0,188904.0,189725.0,191507.0,193760.0,195979.0,198414.0,200897.0,203273.0,207888.0,213246.0,216594.0,218845.0,222135.0,226245.0,229457.0,231323.0,234844.0,239368.0,244146.0,249188,206426.67857142858,60.0,52.0,78.0,56.0,45.0,43.0,70.0,71.0,68.0,68.0,88.0,74.0,94.0,42.0,50.0,55.0,42.0,50.0,53.0,48.0,53.0,57.0,57.0,61.0,98.0,55.0,38.0,43.0,59.607142857142854,11093
481,394946,261,"Ottawa, IL",Msa,IL,114006.0,114270.0,115888.0,116313.0,116817.0,115698.0,116178.0,116845.0,117615.0,118648.0,120292.0,121751.0,123301.0,123969.0,125005.0,126287.0,127802.0,129473.0,131068.0,132888.0,134564.0,136575.0,138199.0,139821.0,141169.0,142841.0,144183.0,145397,126673.67857142857,116.0,114.0,90.0,91.0,91.0,77.0,71.0,66.0,71.0,73.0,87.0,90.0,97.0,78.0,63.0,51.0,50.0,54.0,58.0,56.0,58.0,65.0,61.0,79.0,83.0,79.0,50.0,45.0,73.71428571428571,18097
483,394523,265,"Decatur, AL",Msa,AL,136828.0,136920.0,137079.0,137352.0,138064.0,139016.0,140400.0,142048.0,144180.0,146371.0,148476.0,149871.0,151685.0,153431.0,155832.0,158052.0,160458.0,162372.0,164129.0,165558.0,167078.0,169033.0,171982.0,175382.0,178447.0,181015.0,183448.0,185986,156446.17857142858,60.0,50.0,52.0,55.0,56.0,52.0,49.0,51.0,58.0,54.0,59.0,55.0,37.0,8.0,47.0,43.0,42.0,38.0,44.0,43.0,47.0,40.0,46.0,46.0,48.0,42.0,38.0,39.0,46.392857142857146,54381
484,394662,266,"Hanford, CA",Msa,CA,237695.0,240117.0,242025.0,244674.0,245762.0,246435.0,247843.0,251570.0,255473.0,258820.0,261085.0,263916.0,267878.0,271531.0,274279.0,276066.0,278521.0,282961.0,288399.0,293489.0,298617.0,302216.0,306281.0,310382.0,314922.0,319868.0,324991.0,331149,276320.1785714286,26.0,21.0,16.0,20.0,10.0,9.0,10.0,7.0,8.0,7.0,10.0,55.0,49.0,40.0,49.0,47.0,43.0,54.0,43.0,46.0,48.0,50.0,51.0,49.0,63.0,38.0,40.0,43.0,34.0,58352
486,395036,268,"Rocky Mount, NC",Msa,NC,116834.0,117377.0,118083.0,118831.0,119045.0,119151.0,119130.0,119358.0,119635.0,121154.0,123353.0,125574.0,127915.0,130385.0,132980.0,134461.0,138431.0,141536.0,144779.0,145737.0,148170.0,150607.0,152535.0,154879.0,157708.0,160780.0,163676.0,166347,135301.82142857142,94.0,58.0,56.0,76.0,66.0,57.0,53.0,50.0,52.0,53.0,56.0,55.0,57.0,47.0,50.0,47.0,47.0,48.0,50.0,48.0,54.0,47.0,52.0,62.0,69.0,49.0,44.0,43.0,55.0,53689
487,394873,269,"Monroe, MI",Msa,MI,179322.0,179493.0,180365.0,181237.0,182815.0,184872.0,186514.0,187946.0,188817.0,190962.0,192875.0,194647.0,196233.0,200162.0,203902.0,206428.0,207650.0,209576.0,212044.0,214126.0,216475.0,218146.0,219395.0,220301.0,221397.0,222538.0,223770.0,226089,201717.75,84.0,65.0,47.0,80.0,53.0,45.0,50.0,54.0,52.0,51.0,65.0,59.0,72.0,46.0,45.0,43.0,48.0,44.0,49.0,49.0,54.0,58.0,56.0,59.0,50.0,41.0,37.0,31.0,53.107142857142854,19327
491,394428,271,"Burlington, NC",Msa,NC,170254.0,170026.0,169936.0,170854.0,171159.0,171415.0,171583.0,173039.0,174764.0,176637.0,178562.0,180914.0,184086.0,186823.0,189864.0,191932.0,196087.0,199008.0,204800.0,210034.0,216410.0,220163.0,225015.0,231082.0,237140.0,243466.0,249080.0,255293,197122.35714285713,59.0,46.0,41.0,50.0,45.0,45.0,44.0,42.0,43.0,47.0,45.0,44.0,50.0,43.0,38.0,39.0,41.0,40.0,41.0,39.0,41.0,41.0,41.0,40.0,48.0,37.0,34.0,36.0,42.857142857142854,55599
492,394814,272,"Madera, CA",Msa,CA,291191.0,293305.0,294071.0,294648.0,295087.0,296969.0,299455.0,302720.0,306260.0,309877.0,312584.0,313683.0,314719.0,317178.0,322249.0,328138.0,333926.0,340651.0,349467.0,359080.0,367555.0,373745.0,380677.0,387812.0,395170.0,401519.0,406447.0,411312,335696.25,89.0,67.0,54.0,71.0,62.0,68.0,66.0,58.0,60.0,59.0,60.0,64.0,54.0,50.0,48.0,49.0,46.0,51.0,52.0,53.0,57.0,49.0,48.0,66.0,55.0,47.0,43.0,41.0,56.67857142857143,66723
494,394723,273,"Jefferson City, MO",Msa,MO,161127.0,161216.0,161811.0,162336.0,163001.0,163584.0,164316.0,165927.0,167733.0,169358.0,170578.0,171699.0,174105.0,176672.0,179055.0,180727.0,182289.0,184333.0,187205.0,190413.0,193274.0,194987.0,196466.0,198693.0,201698.0,205228.0,207697.0,209834,180191.5,46.0,22.0,28.0,30.0,17.0,14.0,29.0,17.0,15.0,17.0,25.0,22.0,42.0,22.0,6.0,5.0,7.0,10.0,9.0,8.0,12.0,33.0,40.0,47.0,40.0,41.0,37.0,38.0,24.25,41972
495,394563,276,"Elizabethtown, KY",Msa,KY,157463.0,158039.0,158353.0,158940.0,159974.0,161089.0,162146.0,163136.0,164723.0,167235.0,169366.0,171095.0,172712.0,174508.0,176566.0,178479.0,181719.0,184637.0,187525.0,189660.0,192424.0,195382.0,197739.0,200138.0,202010.0,204479.0,206662.0,209160,178762.82142857142,89.0,85.0,74.0,61.0,62.0,52.0,51.0,51.0,51.0,47.0,46.0,59.0,47.0,49.0,47.0,47.0,46.0,45.0,50.0,50.0,48.0,56.0,51.0,72.0,64.0,41.0,49.0,42.0,54.714285714285715,30331
497,395000,277,"Pottsville, PA",Msa,PA,85600.0,85737.0,85612.0,85511.0,85815.0,86682.0,87460.0,88469.0,89627.0,91061.0,92735.0,94415.0,95994.0,97255.0,99222.0,101556.0,104005.0,105770.0,108993.0,111690.0,114230.0,116014.0,117463.0,119234.0,120269.0,122280.0,124018.0,125389,101503.78571428571,55.0,72.0,23.0,49.0,46.0,60.0,56.0,60.0,62.0,38.0,56.0,62.0,68.0,49.0,46.0,41.0,45.0,52.0,53.0,57.0,51.0,56.0,58.0,53.0,56.0,47.0,44.0,45.0,52.142857142857146,13409
501,394639,280,"Grand Junction, CO",Msa,CO,278058.0,282113.0,284968.0,285568.0,284662.0,285218.0,287083.0,289009.0,290900.0,293528.0,296349.0,300167.0,304212.0,308661.0,312906.0,317861.0,324612.0,332824.0,341544.0,349719.0,356685.0,362805.0,368770.0,371812.0,375400.0,377137.0,383438.0,389524,322697.60714285716,71.0,60.0,48.0,59.0,49.0,50.0,54.0,43.0,47.0,54.0,47.0,36.0,42.0,39.0,40.0,42.0,40.0,41.0,40.0,41.0,44.0,45.0,50.0,48.0,48.0,40.0,39.0,39.0,46.285714285714285,63447
503,394493,281,"Concord, NH",Msa,NH,279143.0,281037.0,284464.0,286071.0,286774.0,286102.0,287096.0,290701.0,295015.0,299998.0,305073.0,310252.0,315162.0,320026.0,324725.0,328357.0,333226.0,338797.0,346174.0,352607.0,359430.0,365576.0,371697.0,377327.0,384112.0,391066.0,397602.0,403318,328604.5714285714,48.0,11.0,6.0,7.0,9.0,6.0,7.0,5.0,19.0,23.0,9.0,14.0,11.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,9.821428571428571,43924
507,395066,283,"Santa Fe, NM",Msa,NM,391826.0,391857.0,392783.0,393491.0,394145.0,394753.0,396067.0,398922.0,401742.0,406050.0,409827.0,415094.0,420482.0,427514.0,434449.0,440699.0,446069.0,450963.0,459154.0,468509.0,476880.0,483732.0,490062.0,496216.0,502380.0,511674.0,522715.0,533816,441138.25,92.0,51.0,42.0,57.0,60.0,50.0,56.0,50.0,51.0,54.0,52.0,54.0,57.0,50.0,43.0,41.0,44.0,47.0,44.0,47.0,47.0,45.0,46.0,44.0,51.0,40.0,39.0,41.0,49.82142857142857,84996
509,395163,285,"Traverse City, MI",Msa,MI,248151.0,250295.0,251492.0,252533.0,253661.0,254445.0,255105.0,256378.0,258958.0,262184.0,265977.0,269945.0,274649.0,278753.0,283271.0,287876.0,294298.0,301618.0,308659.0,315012.0,320532.0,325107.0,329217.0,333986.0,340343.0,345781.0,350772.0,354029,290108.10714285716,93.0,99.0,66.0,66.0,51.0,46.0,62.0,58.0,64.0,75.0,77.0,77.0,81.0,28.0,43.0,46.0,42.0,42.0,46.0,48.0,50.0,49.0,49.0,63.0,50.0,46.0,38.0,34.0,56.75,15734
512,394671,286,"Hattiesburg, MS",Msa,MS,147611.0,147674.0,147805.0,147498.0,147447.0,147384.0,147837.0,147802.0,147838.0,148110.0,149035.0,149926.0,151541.0,153292.0,155267.0,156438.0,157384.0,158168.0,159197.0,160165.0,161198.0,161919.0,162537.0,165708.0,168896.0,172978.0,174366.0,175949,156106.07142857142,44.0,39.0,26.0,27.0,41.0,21.0,12.0,17.0,18.0,13.0,21.0,26.0,22.0,10.0,13.0,7.0,5.0,5.0,5.0,12.0,9.0,11.0,12.0,11.0,8.0,5.0,5.0,5.0,16.071428571428573,45806
513,394515,287,"Dalton, GA",Msa,GA,144762.0,145224.0,145903.0,146630.0,147147.0,147541.0,147989.0,149181.0,150456.0,153195.0,153088.0,153949.0,153882.0,156822.0,160498.0,164144.0,167779.0,170601.0,173416.0,176291.0,178981.0,182016.0,184814.0,185705.0,186395.0,187019.0,192541.0,198368,164440.60714285713,86.0,51.0,60.0,62.0,63.0,60.0,57.0,54.0,51.0,43.0,51.0,51.0,70.0,42.0,53.0,40.0,41.0,47.0,44.0,41.0,48.0,43.0,47.0,49.0,66.0,49.0,43.0,43.0,51.964285714285715,33368
515,394480,292,"Coeur d'Alene, ID",Msa,ID,363103.0,369887.0,373639.0,377563.0,377178.0,377885.0,377047.0,382855.0,393857.0,407331.0,416997.0,423930.0,432571.0,443192.0,457209.0,467008.0,480851.0,492905.0,515910.0,535243.0,553464.0,564565.0,572601.0,581667.0,588088.0,591782.0,593869.0,598413,468236.0714285714,38.0,12.0,10.0,14.0,17.0,24.0,20.0,13.0,18.0,20.0,27.0,6.0,5.0,5.0,14.0,6.0,6.0,6.0,7.0,10.0,13.0,15.0,16.0,20.0,7.0,5.0,4.0,5.0,12.964285714285714,53354
517,395117,293,"Springfield, OH",Msa,OH,121337.0,122008.0,121838.0,121221.0,121134.0,122106.0,123724.0,125563.0,127189.0,129025.0,131112.0,133094.0,135580.0,137515.0,141628.0,145048.0,148726.0,150432.0,152231.0,152747.0,153362.0,153499.0,155104.0,155360.0,156103.0,156568.0,157665.0,159477,139657.0,76.0,51.0,47.0,53.0,47.0,43.0,46.0,47.0,47.0,47.0,50.0,49.0,54.0,41.0,40.0,42.0,45.0,43.0,41.0,44.0,47.0,50.0,44.0,55.0,50.0,43.0,39.0,36.0,47.035714285714285,58456
521,395119,294,"St. George, UT",Msa,UT,348019.0,350185.0,352139.0,353523.0,355578.0,357520.0,361103.0,364587.0,368382.0,371980.0,376939.0,382724.0,389166.0,397266.0,407329.0,419529.0,433087.0,449189.0,467600.0,486247.0,501581.0,514398.0,525226.0,536668.0,546553.0,553443.0,557725.0,562940,431808.0714285714,65.0,47.0,56.0,51.0,77.0,60.0,52.0,39.0,48.0,43.0,43.0,50.0,42.0,35.0,33.0,34.0,34.0,37.0,38.0,38.0,40.0,49.0,50.0,51.0,58.0,36.0,35.0,32.0,45.464285714285715,92378
523,395079,295,"Vero Beach, FL",Msa,FL,238470.0,241166.0,243965.0,246743.0,247606.0,249123.0,250219.0,251424.0,252171.0,252995.0,254196.0,258557.0,262347.0,265266.0,266672.0,268852.0,274378.0,279433.0,287354.0,296917.0,307016.0,318572.0,329030.0,338404.0,347033.0,355099.0,366027.0,377656,283096.10714285716,99.0,76.0,86.0,94.0,105.0,101.0,89.0,89.0,68.0,80.0,68.0,71.0,69.0,56.0,50.0,54.0,52.0,51.0,52.0,49.0,50.0,47.0,46.0,51.0,49.0,41.0,44.0,39.0,65.21428571428571,17770
525,394900,297,"Napa, CA",Msa,CA,707867.0,704662.0,704991.0,709080.0,715236.0,716108.0,719111.0,723541.0,733958.0,747025.0,759233.0,774412.0,789425.0,800790.0,806004.0,811840.0,822421.0,844393.0,867578.0,884971.0,894167.0,895718.0,894755.0,892353.0,893620.0,908360.0,927664.0,946369,806987.5714285715,79.0,38.0,38.0,49.0,55.0,62.0,64.0,63.0,47.0,47.0,41.0,55.0,50.0,39.0,46.0,38.0,37.0,39.0,40.0,42.0,44.0,44.0,46.0,51.0,45.0,36.0,32.0,36.0,46.535714285714285,77032
527,394368,299,"Battle Creek, MI",Msa,MI,122956.0,123893.0,124938.0,125858.0,126303.0,126457.0,126649.0,127498.0,129219.0,130811.0,133272.0,135237.0,137629.0,139372.0,141230.0,143145.0,144958.0,146887.0,148918.0,151348.0,154248.0,156897.0,158705.0,160612.0,162813.0,165713.0,168151.0,170537,142294.7857142857,85.0,63.0,57.0,75.0,66.0,20.0,7.0,52.0,55.0,53.0,53.0,54.0,60.0,49.0,45.0,42.0,44.0,50.0,50.0,47.0,52.0,52.0,53.0,59.0,52.0,46.0,41.0,37.0,50.67857142857143,50799
531,394719,300,"Jamestown, NY",Msa,NY,103799.0,104903.0,105827.0,106387.0,107186.0,107588.0,108393.0,109350.0,110545.0,111627.0,112628.0,113414.0,114217.0,115387.0,117329.0,119081.0,120692.0,121918.0,123641.0,125633.0,127638.0,130208.0,132665.0,135495.0,137949.0,139928.0,142125.0,144876,119658.17857142857,130.0,95.0,77.0,131.0,101.0,91.0,91.0,80.0,94.0,93.0,113.0,110.0,119.0,103.0,78.0,75.0,74.0,80.0,81.0,83.0,81.0,99.0,90.0,109.0,117.0,119.0,76.0,75.0,95.17857142857143,28862
535,394595,303,"Flagstaff, AZ",Msa,AZ,387634.0,389451.0,391878.0,393670.0,394725.0,395003.0,396303.0,400106.0,405423.0,412365.0,419584.0,428108.0,439291.0,448355.0,458604.0,468074.0,482858.0,500333.0,518041.0,536080.0,549697.0,564632.0,577850.0,590372.0,598726.0,605662.0,618649.0,636254,478847.4285714286,93.0,45.0,45.0,56.0,57.0,53.0,51.0,47.0,49.0,50.0,49.0,44.0,51.0,40.0,37.0,42.0,38.0,43.0,41.0,45.0,44.0,46.0,47.0,46.0,48.0,37.0,35.0,37.0,47.0,73939
537,394810,304,"Lumberton, NC",Msa,NC,78950.0,79692.0,80419.0,80601.0,80628.0,80848.0,81139.0,81262.0,81478.0,81697.0,82350.0,82820.0,84196.0,85651.0,87426.0,88428.0,89443.0,90436.0,91389.0,92224.0,92939.0,93548.0,94104.0,96301.0,98567.0,101119.0,102085.0,103106,87958.78571428571,57.0,59.0,77.0,103.0,56.0,77.0,59.0,94.0,58.0,66.0,75.0,61.0,71.0,69.0,56.0,59.0,45.0,61.0,54.0,58.0,54.0,63.0,53.0,63.0,60.0,61.0,47.0,48.0,63.0,20239
539,394783,307,"Lebanon, PA",Msa,PA,191575.0,192227.0,193176.0,194574.0,195375.0,196292.0,197219.0,198872.0,200735.0,202949.0,205293.0,207626.0,209432.0,211797.0,214948.0,219220.0,222444.0,225399.0,228300.0,232287.0,235761.0,237994.0,240104.0,241980.0,244277.0,246494.0,249191.0,252206,217419.5357142857,67.0,59.0,42.0,70.0,72.0,52.0,49.0,48.0,59.0,36.0,48.0,52.0,53.0,47.0,47.0,45.0,47.0,49.0,49.0,50.0,51.0,51.0,54.0,52.0,50.0,52.0,44.0,39.0,51.214285714285715,25725
543,395098,309,"Sierra Vista, AZ",Msa,AZ,164914.0,165871.0,166580.0,167331.0,167672.0,168522.0,169821.0,171297.0,172698.0,174572.0,177034.0,179704.0,181823.0,184209.0,186215.0,188330.0,189419.0,192308.0,195571.0,199639.0,203145.0,205625.0,209093.0,213011.0,218584.0,223484.0,227578.0,231640,189131.7857142857,82.0,70.0,63.0,72.0,67.0,73.0,70.0,57.0,51.0,64.0,61.0,66.0,58.0,56.0,63.0,63.0,45.0,47.0,57.0,70.0,63.0,49.0,63.0,68.0,67.0,48.0,42.0,48.0,60.82142857142857,43948
545,394983,310,"Pittsfield, MA",Msa,MA,240679.0,241509.0,241257.0,241330.0,240815.0,240638.0,241788.0,244421.0,248159.0,251412.0,255483.0,259675.0,263708.0,266993.0,270330.0,274089.0,278473.0,284836.0,291422.0,297791.0,302637.0,308009.0,313730.0,319704.0,323639.0,327878.0,331525.0,339368,276474.9285714286,134.0,89.0,71.0,83.0,67.0,70.0,72.0,69.0,80.0,81.0,85.0,103.0,106.0,110.0,63.0,65.0,56.0,62.0,63.0,67.0,74.0,74.0,78.0,80.0,94.0,68.0,57.0,52.0,77.60714285714286,41834
