,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022
10,394404,10,"Boston, MA",Msa,MA,512729.0,514859.0,517514.0,518977.0,520223.0,520155.0,522342.0,527968.0,535236.0,543311.0,550857.0,558629.0,565023.0,571961.0,578082.0,585038.0,593359.0,604451.0,615402.0,624189.0,630010.0,635329.0,640278.0,645427.0,651366.0,659208.0,668464.0,679106
11,395057,11,"San Francisco, CA",Msa,CA,1171113.0,1179289.0,1191435.0,1192642.0,1182682.0,1172164.0,1174629.0,1192759.0,1207431.0,1220406.0,1230782.0,1238609.0,1244789.0,1255908.0,1273051.0,1296352.0,1327787.0,1364356.0,1401296.0,1424265.0,1437537.0,1442051.0,1452779.0,1465098.0,1484621.0,1509911.0,1541150.0,1568581
12,394532,12,"Detroit, MI",Msa,MI,178908.0,180120.0,182120.0,183705.0,184058.0,183174.0,182969.0,184541.0,187256.0,190277.0,193300.0,196304.0,198672.0,201162.0,203402.0,205610.0,208447.0,212144.0,215933.0,219221.0,221437.0,223594.0,224654.0,226327.0,228696.0,231485.0,234355.0,237206
13,395025,13,"Riverside, CA",Msa,CA,391432.0,393037.0,394532.0,396961.0,398354.0,399315.0,401670.0,406395.0,412253.0,418032.0,424128.0,430668.0,436969.0,443596.0,450982.0,460574.0,472467.0,485851.0,501180.0,515209.0,527104.0,534227.0,538766.0,543769.0,553598.0,565107.0,577883.0,586922
14,394976,14,"Phoenix, AZ",Msa,AZ,290414.0,292503.0,295574.0,299759.0,302514.0,304282.0,306318.0,310840.0,316202.0,321596.0,327040.0,333301.0,340685.0,347155.0,355985.0,362924.0,375057.0,386712.0,400061.0,410547.0,418909.0,426759.0,433048.0,439208.0,445027.0,453798.0,463136.0,474760
15,395078,15,"Seattle, WA",Msa,WA,552791.0,559034.0,565367.0,569975.0,570124.0,569662.0,571604.0,580144.0,590114.0,601568.0,611577.0,619193.0,626941.0,635045.0,644940.0,656113.0,669100.0,687956.0,704795.0,719259.0,728342.0,736713.0,748564.0,761033.0,775761.0,789642.0,808555.0,828131
16,394865,16,"Minneapolis-St Paul, MN",Msa,MN,302487.0,303969.0,305185.0,306537.0,307353.0,307890.0,308750.0,311001.0,314130.0,318144.0,322030.0,325589.0,329184.0,332201.0,335583.0,338036.0,342117.0,346981.0,352966.0,357188.0,360094.0,361948.0,364235.0,367331.0,370328.0,373886.0,377399.0,381467
17,395056,17,"San Diego, CA",Msa,CA,637922.0,641480.0,647673.0,651913.0,655080.0,655428.0,659436.0,666815.0,677887.0,689903.0,703116.0,714667.0,724973.0,734017.0,745126.0,760327.0,783104.0,809181.0,835005.0,850858.0,861572.0,866764.0,874909.0,886989.0,908895.0,930722.0,955756.0,976534
18,395121,18,"St. Louis, MO",Msa,MO,186937.0,187892.0,188311.0,188905.0,189055.0,189782.0,190999.0,192984.0,195182.0,197364.0,199597.0,201690.0,203800.0,205684.0,208089.0,210723.0,214209.0,218010.0,221695.0,224125.0,225474.0,226460.0,228150.0,230450.0,233342.0,236722.0,240423.0,243300
19,395148,19,"Tampa, FL",Msa,FL,237225.0,238627.0,240475.0,242202.0,243384.0,244578.0,245959.0,248679.0,251564.0,254891.0,258843.0,263105.0,267897.0,272281.0,276869.0,281417.0,286901.0,295162.0,304845.0,314333.0,322348.0,329049.0,336065.0,341951.0,350095.0,357994.0,368627.0,380014
20,394358,20,"Baltimore, MD",Msa,MD,305407.0,305885.0,306746.0,307242.0,307872.0,308543.0,310349.0,313119.0,316320.0,319926.0,323551.0,327463.0,330342.0,333800.0,337257.0,341342.0,344931.0,349159.0,353484.0,357101.0,359404.0,361087.0,363555.0,365946.0,369047.0,372427.0,376515.0,380367
