RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022
394713,808,"Jackson, WY",Msa,WY,,,91,69,21,15,29,45,78,60,82,72,46,34,66,42,27,24,30,48,53,52,71,69,153,69,26,23,35,27,36,40,43,31,27,20,30,12,12,6,10,8,8,21,22,34,9,46,48,64,13,11
394670,809,"Hastings, NE",Msa,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,5
394730,810,"Juneau, AK",Msa,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5
394310,811,"Albert Lea, MN",Msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,20
394786,812,"Lewisburg, TN",Msa,TN,,,,,,,,,,,,,62,68,46,35,29,18,33,15,29,39,84,48,61,19,33,39,49,18,32,44,29,32,23,50,46,9,12,6,5,4,7,7,17,5,7,23,18,7,8,8
394795,814,"Lincoln, IL",Msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10,12,13,11,36,6,3
394725,815,"Jesup, GA",Msa,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,9
394846,823,"McPherson, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6
395206,825,"Washington Court House, OH",Msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,8,5,7,12,4,6,5,3,4
394853,828,"Merrill, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
753901,829,"Ludington, MI",Msa,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
394673,833,"Hays, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7
394606,835,"Fort Morgan, CO",Msa,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,12
394864,836,"Mineral Wells, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,15
753871,837,"Breckenridge, CO",Msa,CO,42,21,12,11,10,12,25,23,38,37,34,27,43,23,25,21,15,19,28,36,37,44,67,57,65,22,14,26,17,21,30,27,24,13,8,8,7,5,4,4,4,6,9,8,8,5,11,8,5,5,5,5
753884,841,"Hailey, ID",Msa,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,23,26,34,27,45,26,23,17,12,10,7,8,7,7,9,15,14,27,23,34,6,6,6
394643,842,"Great Bend, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,16,7,7
753926,843,"Weatherford, OK",Msa,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,7,7
395211,844,"Watertown, SD",Msa,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4
395154,846,"Thomaston, GA",Msa,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,15
394892,847,"Mountain Home, ID",Msa,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,4,4,4,4,3,5,5,19,4,4,4,4,7,12,19,25,19,7,4,3,5
394322,848,"Altus, OK",Msa,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
395181,849,"Uvalde, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
394401,851,"Boone, IA",Msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,23,10,7,5,13,11,11,17,14,21,41,86,6,7,9
395159,852,"Toccoa, GA",Msa,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,24,16,29,10,8,15,8,9,14,10,6,6,7,8,5,8,13,12,9,16,12,6,7,8
395138,854,"Summerville, GA",Msa,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
753909,855,"Ottawa, KS",Msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
394912,856,"New Ulm, MN",Msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
394830,857,"Marshall, MN",Msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8
394758,858,"La Grande, OR",Msa,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6
394649,859,"Greensburg, IN",Msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,18,7,5,10,5,8,4,25,12,21,28,8,26,14,5
394869,861,"Moberly, MO",Msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,21,14,5
753923,862,"The Dalles, OR",Msa,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,6
394584,864,"Fallon, NV",Msa,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,6,5,9,15,5,12,10,13,11,8,9
394615,865,"Fredericksburg, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,78,61,39,37,37,23,46,46,76,23,10,9,8,13,18,22,47,28,48,14,37,18,12
394533,869,"Dickinson, ND",Msa,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,38,62,47,39,34,25,37,22,26,41,29,22,50,36,49,32,21,12
395110,870,"Spearfish, SD",Msa,SD,,,,,,,,,,,,,,,,,,,,,,,,,78,49,70,12,29,29,36,55,40,15,30,22,35,25,6,4,5,7,8,13,17,12,7,20,26,6,7,6
394674,871,"Heber, UT",Msa,UT,47,60,15,21,29,27,38,46,47,62,63,93,115,81,52,42,26,18,26,45,36,42,47,48,50,63,17,19,13,33,42,29,24,31,21,68,77,19,10,15,10,13,20,19,20,24,23,49,33,9,8,9
753921,872,"Steamboat Springs, CO",Msa,CO,54,27,20,26,25,21,23,41,69,75,49,59,74,46,66,46,19,25,28,53,82,65,34,56,69,95,24,64,33,31,38,29,14,16,10,9,29,11,8,7,6,7,9,8,10,13,10,19,16,10,7,6
394831,874,"Marshall, MO",Msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11
394868,880,"Mitchell, SD",Msa,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
395227,884,"Williston, ND",Msa,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,23,12
394418,886,"Brookings, OR",Msa,OR,,,,,,,,,,,,,,,45,67,56,52,68,75,86,88,92,121,104,58,60,48,59,36,50,46,19,42,26,11,39,26,11,5,8,13,12,11,11,8,12,51,15,10,6,20
394687,887,"Hood River, OR",Msa,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
394371,888,"Beatrice, NE",Msa,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,7
394403,889,"Borger, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
